RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
887754,201378203,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,03/07/2013 04:29:00 PM,03/07/2013 04:29:00 PM,,60XX BLOCK OF PHINNEY AV N,B,B2,3500.2037,-122.354377747,47.672828674,"(47.672828674, -122.354377747)",3,2013
1032236,2012163025,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,05/26/2012 08:20:00 PM,05/26/2012 08:20:00 PM,,1XX BLOCK OF MERCER ST,Q,Q3,7000.3021,-122.354751587,47.624576569,"(47.624576569, -122.354751587)",5,2012
1032237,2012198841,2399,3,THEFT-OTH,2300,OTHER PROPERTY,06/24/2012 05:29:00 PM,06/24/2012 03:30:00 PM,,3XX BLOCK OF HARRISON ST,Q,Q3,7100.2001,-122.350852966,47.622085571,"(47.622085571, -122.350852966)",6,2012
1032238,201472111,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,03/08/2014 06:57:00 AM,03/07/2014 10:00:00 PM,03/08/2014 06:30:00 AM,CHERRY ST / 2 AV,K,K1,8100.2036,-122.333175659,47.6030159,"(47.6030159, -122.333175659)",3,2014
1032239,2014107311,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,04/08/2014 03:59:00 PM,04/08/2014 10:30:00 AM,04/08/2014 03:59:00 PM,130XX BLOCK OF 25 AV NE,L,L1,200.2001,-122.301887512,47.723846436,"(47.723846436, -122.301887512)",4,2014
887755,201377887,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,03/07/2013 11:59:00 AM,03/05/2013 03:30:00 PM,03/06/2013 07:15:00 AM,1XX BLOCK OF 6 AV N,Q,Q3,7200.1075,-122.34500885,47.61914444,"(47.61914444, -122.34500885)",3,2013
1032241,2014123990,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,04/23/2014 08:29:00 AM,04/22/2014 06:15:00 PM,04/23/2014 08:25:00 AM,22XX BLOCK OF NW 64 ST,B,B1,3300.4006,-122.386161804,47.675289154,"(47.675289154, -122.386161804)",4,2014
1032242,2014125050,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,04/24/2014 06:30:00 AM,04/24/2014 05:30:00 AM,04/24/2014 06:30:00 AM,73XX BLOCK OF 16 AV NW,J,J2,3000.4011,-122.377853394,47.682281494,"(47.682281494, -122.377853394)",4,2014
1032243,2014120550,1203,3,ROBBERY-BUSINESS-BODYFORCE,1200,ROBBERY,04/19/2014 11:37:00 PM,04/19/2014 11:30:00 PM,04/19/2014 11:37:00 PM,20XX BLOCK OF FAIRVIEW AV,D,D3,7300.2005,-122.334251404,47.618183136,"(47.618183136, -122.334251404)",4,2014
1032244,2014122739,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,04/22/2014 06:12:00 AM,04/21/2014 10:30:00 PM,04/22/2014 05:45:00 AM,22XX BLOCK OF N 106 ST,N,N3,1200.5011,-122.331932068,47.705928802,"(47.705928802, -122.331932068)",4,2014
887756,201379885,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,03/08/2013 10:47:00 PM,03/08/2013 05:00:00 PM,03/08/2013 10:47:00 PM,4XX BLOCK OF STEWART ST,M,M2,7200.1065,-122.338302612,47.612625122,"(47.612625122, -122.338302612)",3,2013
887757,201378420,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,03/07/2013 07:43:00 PM,03/04/2013 08:00:00 PM,03/06/2013 11:00:00 PM,6XX BLOCK OF 33 AV E,C,C3,6300.4020,-122.289543152,47.62556076,"(47.62556076, -122.289543152)",3,2013
887758,201377008,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,03/07/2013 11:15:00 AM,03/06/2013 06:02:00 PM,,21XX BLOCK OF QUEEN ANNE AV N,Q,Q2,6800.2008,-122.356933594,47.637775421,"(47.637775421, -122.356933594)",3,2013
887760,201379326,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,03/08/2013 01:54:00 PM,03/03/2013 09:30:00 AM,03/04/2013 05:00:00 PM,1XX BLOCK OF 6 AV N,Q,Q3,7200.1075,-122.34500885,47.61914444,"(47.61914444, -122.34500885)",3,2013
887761,201377837,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,03/07/2013 01:26:00 PM,03/07/2013 01:26:00 PM,,9XX BLOCK OF 2 AV W,Q,Q3,7000.6010,-122.359298706,47.627227783,"(47.627227783, -122.359298706)",3,2013
887762,201378100,2902,0,PROPERTY DAMAGE-RESIDENTIAL,2900,PROPERTY DAMAGE,03/07/2013 06:15:00 PM,03/07/2013 11:00:00 AM,03/07/2013 03:00:00 PM,3XX BLOCK OF 25 AV S,G,G3,8900.3022,-122.299858093,47.600078583,"(47.600078583, -122.299858093)",3,2013
1032251,2014278823,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/21/2014 06:42:00 PM,08/21/2014 06:42:00 PM,,9XX BLOCK OF NE 114 ST,L,L2,1200.3000,-122.31855011,47.711528778,"(47.711528778, -122.31855011)",8,2014
887763,201377796,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,03/07/2013 10:33:00 AM,03/03/2013 10:00:00 PM,03/07/2013 09:00:00 AM,1XX BLOCK OF HARVARD AV E,E,E1,7402.1010,-122.32219696,47.619316101,"(47.619316101, -122.32219696)",3,2013
887764,201377696,X,71,WEAPON-SURRENDER-EXCLUDING FIR,X,WEAPON,03/07/2013 09:15:00 AM,03/07/2013 09:15:00 AM,,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.334526062,47.702331543,"(47.702331543, -122.334526062)",3,2013
887765,201379151,1304,0,ASSLT-AGG-GUN,1300,ASSAULT,03/08/2013 11:07:00 AM,03/08/2013 11:07:00 AM,,99XX BLOCK OF 64 AV S,S,S3,11900.1011,-122.253509521,47.512325287,"(47.512325287, -122.253509521)",3,2013
887766,201379923,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/08/2013 11:28:00 PM,03/08/2013 11:28:00 PM,,62XX BLOCK OF CORSON AV S,O,O3,10900.2082,-122.321685791,47.5467453,"(47.5467453, -122.321685791)",3,2013
1032256,2014276976,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/20/2014 01:35:00 PM,07/19/2014 02:00:00 PM,07/19/2014 04:00:00 PM,11XX BLOCK OF WESTERN AV,K,K1,8100.1023,-122.3383255,47.605300903,"(47.605300903, -122.3383255)",8,2014
887767,201379723,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,03/08/2013 08:37:00 PM,03/08/2013 08:35:00 PM,03/08/2013 08:37:00 PM,26 AV SW / SW TRENTON ST,F,F2,11402.1011,-122.365875244,47.524677277,"(47.524677277, -122.365875244)",3,2013
887768,201377390,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,03/07/2013 12:56:00 AM,03/06/2013 06:00:00 PM,03/07/2013 12:50:00 AM,51XX BLOCK OF BALLARD AV NW,B,B1,4700.4014,-122.381286621,47.664783478,"(47.664783478, -122.381286621)",3,2013
887769,201377745,5309,0,HARASSMENT,5300,THREATS,03/07/2013 09:39:00 AM,03/07/2013 12:00:00 AM,03/07/2013 06:00:00 AM,49XX BLOCK OF SW WAITE ST,W,W1,9600.3009,-122.394233704,47.581233978,"(47.581233978, -122.394233704)",3,2013
887770,201379733,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/08/2013 08:39:00 PM,03/08/2013 08:39:00 PM,,5XX BLOCK OF 3 AV,NULL,NULL,NULL,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",3,2013
887772,201377371,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/07/2013 12:13:00 AM,03/07/2013 12:13:00 AM,03/07/2013 12:13:00 AM,14XX BLOCK OF E OLIVE ST,C,C1,7500.2008,-122.313514709,47.616451263,"(47.616451263, -122.313514709)",3,2013
887774,201377538,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,03/07/2013 05:40:00 AM,03/07/2013 12:30:00 AM,03/07/2013 05:30:00 AM,60XX BLOCK OF SW STEVENS ST,W,W1,9701.2004,-122.41003418,47.577732086,"(47.577732086, -122.41003418)",3,2013
887775,201377600,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/07/2013 07:44:00 AM,03/06/2013 08:30:00 PM,03/07/2013 07:10:00 AM,1XX BLOCK OF LEE ST,Q,Q2,7000.1002,-122.353935242,47.630996704,"(47.630996704, -122.353935242)",3,2013
1032264,2014276114,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,08/19/2014 04:35:00 PM,08/19/2014 07:20:00 AM,08/19/2014 04:35:00 PM,19XX BLOCK OF 11 AV S,R,R1,9300.1025,-122.31829834,47.586154938,"(47.586154938, -122.31829834)",8,2014
887776,201377643,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,03/07/2013 10:29:00 AM,02/28/2013 10:00:00 PM,,4XX BLOCK OF TERRY AV N,D,D3,7300.3009,-122.337150574,47.622619629,"(47.622619629, -122.337150574)",3,2013
1032266,2015177486,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,05/29/2015 10:34:00 AM,05/25/2015 01:30:00 AM,,13XX BLOCK OF ALASKAN WY,M,M1,8100.3014,-122.340873718,47.606407166,"(47.606407166, -122.340873718)",5,2015
887777,201377651,X,70,NARC-FOUND-MARIJU,X,NARCOTICS,03/07/2013 08:07:00 AM,03/06/2013 07:00:00 PM,,105XX BLOCK OF 5 AV NE,L,L2,1200.3003,-122.323188782,47.70557785,"(47.70557785, -122.323188782)",3,2013
1032268,2015414693,1304,0,ASSLT-AGG-GUN,1300,ASSAULT,11/28/2015 09:16:00 PM,11/28/2015 09:16:00 PM,,90XX BLOCK OF DELRIDGE WY SW,F,F2,11402.1007,-122.35962677,47.522335052,"(47.522335052, -122.35962677)",11,2015
1032269,2015395211,5212,0,WEAPON-POSSESSION,5200,WEAPON,11/12/2015 06:00:00 AM,11/12/2015 06:00:00 AM,,30XX BLOCK OF HARRIS PL S,R,R1,10001.1010,-122.302711487,47.575958252,"(47.575958252, -122.302711487)",11,2015
887778,201377660,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/07/2013 09:45:00 AM,03/05/2013 05:00:00 PM,03/06/2013 03:00:00 PM,52XX BLOCK OF S MAYFLOWER ST,R,R3,10200.1042,-122.266990662,47.554100037,"(47.554100037, -122.266990662)",3,2013
1032271,2015295281,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/24/2015 08:00:00 AM,08/23/2015 09:15:00 AM,08/23/2015 09:59:00 AM,XX BLOCK OF LENORA ST,D,D1,8002.2013,-122.344985962,47.611003876,"(47.611003876, -122.344985962)",8,2015
887780,201377402,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/07/2013 01:21:00 AM,03/07/2013 01:21:00 AM,,110XX BLOCK OF LAKE CITY WY NE,L,L3,1000.1007,-122.300987244,47.709438324,"(47.709438324, -122.300987244)",3,2013
887781,201377717,2316,0,THEFT-MAIL,2300,MAIL THEFT,03/07/2013 10:01:00 AM,03/05/2013 05:00:00 PM,03/06/2013 05:00:00 PM,97XX BLOCK OF 45 AV SW,W,W3,12000.3006,-122.389968872,47.515415192,"(47.515415192, -122.389968872)",3,2013
1032274,201690505,2699,4,THEFT OF SERVICES,2699,THEFT OF SERVICES,03/14/2016 11:40:00 PM,03/14/2016 11:40:00 PM,,84XX BLOCK OF 54 AV S,S,S2,11800.1007,-122.264923096,47.528175354,"(47.528175354, -122.264923096)",3,2016
1032275,2016108950,911,0,HOMICIDE-PREMEDITATED-GUN,900,HOMICIDE,03/30/2016 05:27:00 AM,03/30/2016 05:27:00 AM,,4XX BLOCK OF 2 AV S,K,K3,9200.2004,-122.331390381,47.601074219,"(47.601074219, -122.331390381)",3,2016
1032276,2016105920,X,48,PROPERTY LOST,X,LOST PROPERTY,03/27/2016 03:13:00 PM,03/22/2016 12:00:00 AM,03/26/2016 12:30:00 AM,12XX BLOCK OF S KING ST,G,G3,9000.2017,-122.315315247,47.598335266,"(47.598335266, -122.315315247)",3,2016
1032277,201694739,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,03/18/2016 07:48:00 AM,03/18/2016 07:48:00 AM,,14XX BLOCK OF 2 AV,M,M1,8100.3003,-122.338447571,47.608787537,"(47.608787537, -122.338447571)",3,2016
887782,201377718,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/07/2013 09:12:00 AM,03/07/2013 06:00:00 AM,03/07/2013 09:00:00 AM,NE 145 ST / 15 AV NE,L,L1,200.4001,-122.31275177,47.733947754,"(47.733947754, -122.31275177)",3,2013
887784,201377833,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/07/2013 11:14:00 AM,03/06/2013 10:00:00 PM,03/07/2013 09:00:00 AM,16XX BLOCK OF BOYLSTON AV,E,E2,8400.1001,-122.323425293,47.61579895,"(47.61579895, -122.323425293)",3,2013
1032280,2015421238,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,12/04/2015 12:05:00 PM,12/04/2015 12:05:00 PM,12/04/2015 12:05:00 PM,11XX BLOCK OF N 97 ST,N,N3,1300.3014,-122.343978882,47.699615479,"(47.699615479, -122.343978882)",12,2015
1032281,201681183,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,03/07/2016 02:23:00 PM,03/04/2016 11:40:00 PM,03/04/2016 11:47:00 PM,3XX BLOCK OF NW 85 ST,J,J1,1701.1017,-122.361984253,47.690631866,"(47.690631866, -122.361984253)",3,2016
887785,201377897,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,03/07/2013 01:08:00 PM,03/07/2013 12:14:00 PM,,19XX BLOCK OF QUEEN ANNE AV N,Q,Q2,6800.2011,-122.356948853,47.636562347,"(47.636562347, -122.356948853)",3,2013
1032283,2016161742,2799,0,EMBEZZLE,2700,EMBEZZLE,05/09/2016 04:11:00 PM,10/23/2015 02:40:00 PM,05/06/2016 12:45:00 PM,5XX BLOCK OF PINE ST,M,M2,8200.1003,-122.335929871,47.611904144,"(47.611904144, -122.335929871)",5,2016
1032284,2016174778,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,05/19/2016 08:41:00 AM,05/01/2016 06:10:00 PM,05/01/2016 06:20:00 PM,4XX BLOCK OF PINE ST,M,M3,8100.2004,-122.33731842,47.611320496,"(47.611320496, -122.33731842)",5,2016
1032285,2016157773,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,05/06/2016 04:43:00 PM,05/06/2016 06:00:00 AM,05/06/2016 04:30:00 PM,114XX BLOCK OF 9 AV NW,N,N1,500.3016,-122.367446899,47.711776733,"(47.711776733, -122.367446899)",5,2016
887786,201378103,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,03/07/2013 03:18:00 PM,03/07/2013 03:15:00 PM,,45XX BLOCK OF 42 AV SW,W,W2,10500.4002,-122.3854599,47.561988831,"(47.561988831, -122.3854599)",3,2013
1032287,2016166474,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,05/13/2016 01:14:00 AM,05/13/2016 01:14:00 AM,,7XX BLOCK OF E PIKE ST,E,E2,8400.1006,-122.322753906,47.614055634,"(47.614055634, -122.322753906)",5,2016
1032288,2016133562,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,04/18/2016 11:55:00 AM,04/18/2016 11:30:00 AM,,6XX BLOCK OF ELLIOTT AV W,Q,Q3,7100.1009,-122.367027283,47.625595093,"(47.625595093, -122.367027283)",4,2016
1032289,2016149745,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,04/30/2016 04:35:00 PM,04/30/2016 04:35:00 PM,04/30/2016 04:35:00 PM,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.330810547,47.600463867,"(47.600463867, -122.330810547)",4,2016
887787,201378198,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,03/07/2013 04:25:00 PM,03/07/2013 04:25:00 PM,,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615479,47.708602905,"(47.708602905, -122.324615479)",3,2013
1032291,2016264104,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,07/23/2016 05:43:00 PM,07/19/2016 11:00:00 AM,07/19/2016 11:05:00 AM,11XX BLOCK OF MADISON ST,E,E3,8300.1006,-122.324584961,47.60956955,"(47.60956955, -122.324584961)",7,2016
887788,201377912,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/07/2013 12:51:00 PM,03/07/2013 12:10:00 PM,,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4010,-122.324615479,47.708602905,"(47.708602905, -122.324615479)",3,2013
1032293,2016245531,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,07/09/2016 10:57:00 AM,07/09/2016 10:57:00 AM,,3XX BLOCK OF HARRISON ST,Q,Q3,7100.2001,-122.350852966,47.622085571,"(47.622085571, -122.350852966)",7,2016
887789,201377940,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/07/2013 12:45:00 PM,03/07/2013 12:45:00 PM,,19XX BLOCK OF AURORA AV N,Q,Q2,6700.4022,-122.343910217,47.636749268,"(47.636749268, -122.343910217)",3,2013
1032295,2016238325,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,07/04/2016 12:11:00 PM,07/03/2016 10:00:00 PM,07/04/2016 03:30:00 AM,8XX BLOCK OF E GWINN PL,C,C1,6100.1013,-122.319992065,47.647823334,"(47.647823334, -122.319992065)",7,2016
1032296,2016258175,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,07/19/2016 01:20:00 PM,07/18/2016 08:09:00 PM,,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334815979,47.612369537,"(47.612369537, -122.334815979)",7,2016
1032297,2016268843,2399,3,THEFT-OTH,2300,OTHER PROPERTY,07/27/2016 11:27:00 AM,07/26/2016 01:00:00 PM,07/26/2016 04:30:00 PM,7XX BLOCK OF PIKE ST,M,M2,8200.1018,-122.332801819,47.611839294,"(47.611839294, -122.332801819)",7,2016
1032298,2016265287,2404,8,VEH-THEFT-TRUCK,2400,VEHICLE THEFT,07/24/2016 03:44:00 PM,07/21/2016 08:00:00 PM,07/24/2016 03:44:00 PM,50XX BLOCK OF 18 AV NE,U,U1,4400.3009,-122.308311462,47.665634155,"(47.665634155, -122.308311462)",7,2016
887790,201377963,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/07/2013 02:05:00 PM,03/07/2013 10:00:00 AM,03/07/2013 01:00:00 PM,3XX BLOCK OF 1 AV S,K,K2,9200.2021,-122.334182739,47.599624634,"(47.599624634, -122.334182739)",3,2013
1032300,2016247125,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/10/2016 05:47:00 PM,07/10/2016 05:47:00 PM,,10XX BLOCK OF S JACKSON ST,G,G1,9100.1012,-122.31842804,47.599185944,"(47.599185944, -122.31842804)",7,2016
1032301,2016267304,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/26/2016 05:55:00 AM,07/26/2016 05:55:00 AM,,EVANSTON AV N / N 117 ST,N,N1,402.3016,-122.351554871,47.714149475,"(47.714149475, -122.351554871)",7,2016
887791,201377983,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/07/2013 01:18:00 PM,02/24/2013 12:00:00 AM,03/03/2013 12:00:00 AM,100XX BLOCK OF 35 AV NE,L,L3,1000.2006,-122.290748596,47.702087402,"(47.702087402, -122.290748596)",3,2013
1032303,2016249893,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/12/2016 07:43:00 PM,07/12/2016 06:07:00 PM,,10XX BLOCK OF S JACKSON ST,G,G1,9100.1012,-122.31842804,47.599185944,"(47.599185944, -122.31842804)",7,2016
1032304,2016249820,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,07/12/2016 05:00:00 PM,07/12/2016 02:52:00 AM,,16XX BLOCK OF BELLEVUE AV,E,E1,8400.3006,-122.326797485,47.615779877,"(47.615779877, -122.326797485)",7,2016
887792,201378047,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/07/2013 02:24:00 PM,03/07/2013 01:30:00 PM,03/07/2013 02:15:00 PM,22XX BLOCK OF NW MARKET ST,B,B1,4700.4009,-122.385559082,47.668678284,"(47.668678284, -122.385559082)",3,2013
1032306,2016202573,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,06/07/2016 10:37:00 PM,06/07/2016 10:37:00 PM,,132XX BLOCK OF 8 AV NW,N,N1,500.1003,-122.366340637,47.726039886,"(47.726039886, -122.366340637)",6,2016
1032307,2016274495,1206,0,ROBBERY-STREET-BODYFORCE,1200,ROBBERY,07/31/2016 04:16:00 AM,07/31/2016 04:00:00 AM,,78XX BLOCK OF STONE AV N,J,J3,2700.4020,-122.341796875,47.685855865,"(47.685855865, -122.341796875)",7,2016
887794,201378082,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/07/2013 03:01:00 PM,03/07/2013 03:00:00 PM,,MADISON ST / MINOR AV,E,E3,8300.1005,-122.324035645,47.609802246,"(47.609802246, -122.324035645)",3,2013
1032309,2016229616,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,06/28/2016 12:59:00 PM,06/27/2016 07:00:00 PM,06/28/2016 09:00:00 AM,15XX BLOCK OF W BERTONA ST,Q,Q1,5801.4043,-122.376907349,47.650341034,"(47.650341034, -122.376907349)",6,2016
1032310,2016268705,5707,0,TRESPASS,5700,TRESPASS,07/27/2016 07:55:00 AM,07/27/2016 06:17:00 AM,,17XX BLOCK OF BELLEVUE AV,E,E1,7402.3008,-122.326805115,47.616710663,"(47.616710663, -122.326805115)",7,2016
1032311,2016211809,2399,3,THEFT-OTH,2300,OTHER PROPERTY,06/14/2016 06:45:00 PM,06/14/2016 06:18:00 PM,,16XX BLOCK OF E OLIVE WY,E,E1,7402.1006,-122.324829102,47.619274139,"(47.619274139, -122.324829102)",6,2016
1032312,2016260893,2305,0,THEFT-CARPROWL,2300,CAR PROWL,07/21/2016 02:17:00 PM,07/20/2016 06:00:00 PM,07/21/2016 12:00:00 PM,ALASKAN WY S / S WASHINGTON ST,K,K2,9200.2011,-122.335983276,47.600879669,"(47.600879669, -122.335983276)",7,2016
