RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
887898,201375302,5016,1,VIOL-COURT ORDER,5000,VIOLATION OF COURT ORDER,03/05/2013 11:31:00 AM,03/05/2013 11:31:00 AM,,3XX BLOCK OF 4 AV S,K,K3,9200.1015,-122.328964233,47.599617004,"(47.599617004, -122.328964233)",3,2013
887899,201375386,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,03/05/2013 03:05:00 PM,06/01/2012 12:00:00 PM,06/30/2012 12:00:00 PM,7XX BLOCK OF NW 90 ST,J,J1,1702.3009,-122.365348816,47.694255829,"(47.694255829, -122.365348816)",3,2013
887900,201375191,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,03/05/2013 10:01:00 AM,03/04/2013 07:00:00 PM,03/04/2013 10:30:00 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",3,2013
1032504,2016290154,3510,0,NARC-SELL-HEROIN,3500,NARCOTICS,08/11/2016 08:43:00 PM,08/11/2016 08:43:00 PM,,41XX BLOCK OF 12 AV NE,U,U2,5301.4002,-122.315536499,47.657604218,"(47.657604218, -122.315536499)",8,2016
1032505,2016294550,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/15/2016 04:58:00 AM,08/15/2016 12:30:00 AM,08/15/2016 04:28:00 AM,29XX BLOCK OF EASTLAKE AV E,D,D3,6100.3017,-122.32396698,47.648097992,"(47.648097992, -122.32396698)",8,2016
1032506,2016294569,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,08/15/2016 07:57:00 AM,08/15/2016 06:01:00 AM,,17XX BLOCK OF S JACKSON ST,G,G3,9000.2019,-122.309623718,47.599235535,"(47.599235535, -122.309623718)",8,2016
1032507,2016312694,1203,3,ROBBERY-BUSINESS-BODYFORCE,1200,ROBBERY,08/29/2016 09:54:00 AM,08/29/2016 09:54:00 AM,,6XX BLOCK OF 5 AV S,K,K3,9100.2009,-122.327682495,47.596656799,"(47.596656799, -122.327682495)",8,2016
1032508,2016316973,1306,0,ASSLT-AGG-BODYFORCE,1300,ASSAULT,09/01/2016 02:07:00 PM,09/01/2016 02:07:00 PM,,NW LEARY WY / 15 AV NW,B,B1,4700.2037,-122.376319885,47.663661957,"(47.663661957, -122.376319885)",9,2016
887901,201375398,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,03/05/2013 04:16:00 PM,03/01/2013 09:00:00 AM,03/02/2013 04:30:00 PM,16XX BLOCK OF 22 AV E,C,C2,6200.3015,-122.303817749,47.63394928,"(47.63394928, -122.303817749)",3,2013
887902,201376093,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/06/2013 01:16:00 AM,03/06/2013 12:43:00 AM,,BEACON AV S / S COLUMBIAN WY,R,R1,10402.2000,-122.304656982,47.559604645,"(47.559604645, -122.304656982)",3,2013
887903,201376420,2399,3,THEFT-OTH,2300,OTHER PROPERTY,03/06/2013 09:00:00 AM,03/06/2013 09:00:00 AM,,127XX BLOCK OF 28 AV NE,L,L1,200.2012,-122.297729492,47.721805573,"(47.721805573, -122.297729492)",3,2013
887904,201376633,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,03/06/2013 12:27:00 PM,02/20/2013 12:27:00 PM,03/06/2013 12:27:00 PM,117XX BLOCK OF 17 AV NE,L,L1,700.4005,-122.309837341,47.714859009,"(47.714859009, -122.309837341)",3,2013
887906,201377228,1205,0,ROBBERY-STREET-WEAPON,1200,ROBBERY,03/06/2013 10:24:00 PM,03/06/2013 10:24:00 PM,03/06/2013 10:24:00 PM,6 AV / PINE ST,M,M2,8200.1002,-122.335372925,47.612136841,"(47.612136841, -122.335372925)",3,2013
1032514,2016294907,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/15/2016 12:15:00 PM,08/02/2016 12:00:00 AM,08/06/2016 04:00:00 PM,10XX BLOCK OF W RUFFNER ST,Q,Q2,5900.1033,-122.37084198,47.652252197,"(47.652252197, -122.37084198)",8,2016
1032515,2016305209,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,08/23/2016 06:37:00 PM,08/23/2016 06:37:00 PM,,12XX BLOCK OF BOYLSTON AV,E,E3,8400.2006,-122.323440552,47.612514496,"(47.612514496, -122.323440552)",8,2016
1032516,2016309352,2304,3,THEFT-AUTO PARTS,2300,OTHER PROPERTY,08/26/2016 07:07:00 PM,08/25/2016 10:00:00 PM,08/26/2016 06:00:00 AM,24XX BLOCK OF E MILLER ST,C,C2,6200.1043,-122.301193237,47.641716003,"(47.641716003, -122.301193237)",8,2016
1032517,2016308934,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/26/2016 12:55:00 PM,08/26/2016 11:15:00 AM,08/26/2016 12:50:00 PM,3XX BLOCK OF E THOMAS ST,E,E1,7402.1005,-122.327217102,47.620830536,"(47.620830536, -122.327217102)",8,2016
1032518,2016319399,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/03/2016 12:49:00 PM,09/03/2016 10:06:00 AM,,22XX BLOCK OF NE 88 ST,U,U1,2100.3008,-122.305015564,47.692108154,"(47.692108154, -122.305015564)",9,2016
887907,201376286,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/06/2013 06:19:00 AM,03/06/2013 06:19:00 AM,,9 AV / PINE ST,M,M2,8200.1007,-122.332038879,47.613525391,"(47.613525391, -122.332038879)",3,2013
1032520,2016323879,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,09/06/2016 10:49:00 PM,09/06/2016 10:49:00 PM,,5XX BLOCK OF WALL ST,D,D2,7200.2008,-122.34487915,47.617687225,"(47.617687225, -122.34487915)",9,2016
887909,201376948,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,03/06/2013 05:14:00 PM,03/06/2013 05:14:00 PM,,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2010,-122.313117981,47.662181854,"(47.662181854, -122.313117981)",3,2013
1032522,2016301139,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/20/2016 08:35:00 AM,08/19/2016 08:35:00 AM,08/19/2016 10:30:00 PM,FRANKLIN AV E / E BOSTON ST,D,D3,6600.2010,-122.324684143,47.638244629,"(47.638244629, -122.324684143)",8,2016
1032732,2016325292,2305,0,THEFT-CARPROWL,2300,CAR PROWL,09/07/2016 11:21:00 PM,09/07/2016 11:11:00 PM,09/07/2016 11:21:00 PM,98XX BLOCK OF 42 AV S,S,S1,11700.2013,-122.280708313,47.514446259,"(47.514446259, -122.280708313)",9,2016
1032733,2016324308,1304,0,ASSLT-AGG-GUN,1300,ASSAULT,09/07/2016 10:17:00 AM,09/07/2016 09:20:00 AM,,CALIFORNIA AV SW / SW ALASKA ST,W,W2,10500.4003,-122.386779785,47.561103821,"(47.561103821, -122.386779785)",9,2016
887910,201376772,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,03/06/2013 02:44:00 PM,09/23/2012 03:00:00 PM,01/01/2013 04:00:00 PM,65XX BLOCK OF 43 AV NE,U,U3,3900.1025,-122.282241821,47.676692963,"(47.676692963, -122.282241821)",3,2013
1032735,2016304659,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/23/2016 01:00:00 PM,08/23/2016 01:00:00 PM,,77XX BLOCK OF 46 AV S,S,S2,11101.3008,-122.275314331,47.533008575,"(47.533008575, -122.275314331)",8,2016
1032736,2016326931,1316,5,THREATS-WEAPON,1300,THREATS,09/09/2016 10:11:00 AM,09/09/2016 10:10:00 AM,,90XX BLOCK OF RAINIER AV S,S,S3,11800.6016,-122.269989014,47.522815704,"(47.522815704, -122.269989014)",9,2016
1032737,2016325643,2299,1,BURGLARY-SECURE PARKING-NONRES,2200,BURGLARY,09/08/2016 09:14:00 AM,08/02/2016 06:00:00 PM,08/31/2016 12:00:00 PM,11XX BLOCK OF WESTERN AV,K,K1,8100.1024,-122.3383255,47.605300903,"(47.605300903, -122.3383255)",9,2016
1032738,2016325969,1202,2,ROBBERY-BUSINESS-WEAPON,1200,ROBBERY,09/08/2016 01:53:00 PM,09/08/2016 01:53:00 PM,,123XX BLOCK OF 15 AV NE,L,L1,700.3004,-122.312644958,47.718509674,"(47.718509674, -122.312644958)",9,2016
1032739,2016325627,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,09/08/2016 08:59:00 AM,09/08/2016 08:59:00 AM,,38XX BLOCK OF RAINIER AV S,R,R2,10100.5018,-122.289924622,47.568881989,"(47.568881989, -122.289924622)",9,2016
1032740,2016326585,1204,0,ROBBERY-STREET-GUN,1200,ROBBERY,09/09/2016 01:12:00 AM,09/09/2016 12:52:00 AM,09/09/2016 12:52:00 AM,5XX BLOCK OF 3 AV,K,K2,8100.2042,-122.331085205,47.602413177,"(47.602413177, -122.331085205)",9,2016
1032741,2016314835,1313,0,ASSLT-NONAGG,1300,ASSAULT,08/30/2016 08:44:00 PM,08/30/2016 08:40:00 PM,08/30/2016 08:40:00 PM,3XX BLOCK OF PONTIUS AV N,D,D3,7300.1027,-122.331710815,47.621391296,"(47.621391296, -122.331710815)",8,2016
1032742,2016326324,5016,1,VIOL-COURT ORDER,5000,VIOLATION OF COURT ORDER,09/08/2016 07:36:00 PM,09/08/2016 07:36:00 PM,09/08/2016 07:36:00 PM,40XX BLOCK OF W EMERSON ST,Q,Q1,5600.1008,-122.408416748,47.654090881,"(47.654090881, -122.408416748)",9,2016
1032743,2016325675,1316,5,THREATS-WEAPON,1300,THREATS,09/08/2016 09:28:00 AM,09/08/2016 02:00:00 AM,,64XX BLOCK OF ROOSEVELT WY NE,U,U1,3600.1022,-122.317359924,47.675403595,"(47.675403595, -122.317359924)",9,2016
1032744,2016326652,1202,2,ROBBERY-BUSINESS-WEAPON,1200,ROBBERY,09/09/2016 03:51:00 AM,09/09/2016 03:51:00 AM,,43XX BLOCK OF SW ADMIRAL WY,W,W1,9600.2012,-122.387199402,47.581188202,"(47.581188202, -122.387199402)",9,2016
1032745,2016326299,2302,0,THEFT-PRSNATCH,2300,PURSE SNATCH,09/08/2016 11:16:00 PM,09/08/2016 12:00:00 PM,09/08/2016 01:00:00 PM,9XX BLOCK OF N 85 ST,N,N3,1800.2010,-122.345863342,47.690567017,"(47.690567017, -122.345863342)",9,2016
887912,201376795,1316,3,THREATS-KILL,1300,THREATS,03/06/2013 03:09:00 PM,03/06/2013 09:45:00 AM,,48XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.4011,-122.386856079,47.558410645,"(47.558410645, -122.386856079)",3,2013
1032747,2016326251,X,21,DISTURBANCE-OTH,X,DISTURBANCE,09/08/2016 06:46:00 PM,09/08/2016 06:09:00 PM,,54XX BLOCK OF DELRIDGE WY SW,F,F1,10701.1000,-122.362976074,47.552818298,"(47.552818298, -122.362976074)",9,2016
1032748,2016326732,3512,0,NARC-POSSESS-HEROIN,3500,NARCOTICS,09/09/2016 06:31:00 AM,09/09/2016 06:31:00 AM,,7XX BLOCK OF E PIKE ST,E,E2,8400.1009,-122.322753906,47.614055634,"(47.614055634, -122.322753906)",9,2016
1032749,2016315228,X,70,NARC-FOUND-MARIJU,X,NARCOTICS,08/31/2016 07:00:00 AM,08/31/2016 07:00:00 AM,,44XX BLOCK OF 7 AV S,O,O2,9300.3162,-122.323974609,47.564067841,"(47.564067841, -122.323974609)",8,2016
1032750,2016325180,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,09/07/2016 08:50:00 PM,09/07/2016 07:30:00 AM,,28XX BLOCK OF 29 AV S,R,R2,9500.4006,-122.295166016,47.577960968,"(47.577960968, -122.295166016)",9,2016
1032751,2016325698,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/08/2016 10:05:00 AM,09/07/2016 12:00:00 PM,09/07/2016 03:00:00 PM,40XX BLOCK OF 37 AV S,R,R3,10100.5031,-122.286117554,47.567047119,"(47.567047119, -122.286117554)",9,2016
1032752,2016325539,2902,0,PROPERTY DAMAGE-RESIDENTIAL,2900,PROPERTY DAMAGE,09/08/2016 08:31:00 AM,09/07/2016 05:30:00 PM,09/08/2016 06:52:00 AM,9XX BLOCK OF 22 AV E,C,C2,6400.3010,-122.303565979,47.627738953,"(47.627738953, -122.303565979)",9,2016
887915,201376206,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/06/2013 04:11:00 AM,03/06/2013 04:11:00 AM,,62XX BLOCK OF CORSON AV S,O,O3,10900.2082,-122.321685791,47.5467453,"(47.5467453, -122.321685791)",3,2013
887916,201377252,1313,0,ASSLT-NONAGG,1300,ASSAULT,03/06/2013 09:54:00 PM,03/06/2013 09:54:00 PM,,6XX BLOCK OF MINOR AV,E,E3,8500.2005,-122.321746826,47.607303619,"(47.607303619, -122.321746826)",3,2013
1032755,2016323648,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,09/06/2016 06:42:00 PM,09/06/2016 06:42:00 PM,,83XX BLOCK OF 32 AV NW,J,J2,3100.5011,-122.398323059,47.688655853,"(47.688655853, -122.398323059)",9,2016
887917,201377050,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,03/06/2013 10:14:00 PM,03/06/2013 09:48:00 PM,,12XX BLOCK OF SW CAMBRIDGE ST,F,F3,11300.2015,-122.35118103,47.519172668,"(47.519172668, -122.35118103)",3,2013
887918,201377047,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,03/06/2013 09:02:00 PM,03/06/2013 06:30:00 PM,,5XX BLOCK OF S DEARBORN ST,K,K3,9300.1009,-122.327033997,47.595836639,"(47.595836639, -122.327033997)",3,2013
1032523,2016302300,1312,0,ASSLT-AGG-POLICE-BODYFORCE,1300,ASSAULT,08/21/2016 01:54:00 PM,08/21/2016 01:54:00 PM,,MARTIN LUTHER KING JR WY / E UNION ST,C,C3,7700.1032,-122.296195984,47.612937927,"(47.612937927, -122.296195984)",8,2016
1032524,2016294213,1203,3,ROBBERY-BUSINESS-BODYFORCE,1200,ROBBERY,08/14/2016 10:45:00 PM,08/14/2016 08:27:00 PM,,44XX BLOCK OF RAINIER AV S,R,R3,10100.2013,-122.288009644,47.563457489,"(47.563457489, -122.288009644)",8,2016
887919,201376568,2606,1,FRAUD-CHECK,2600,FRAUD,03/06/2013 11:31:00 AM,02/16/2013 09:00:00 AM,02/17/2013 09:00:00 AM,90XX BLOCK OF 9 AV SW,F,F3,11300.3013,-122.346725464,47.521892548,"(47.521892548, -122.346725464)",3,2013
1032526,2016290603,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/12/2016 06:46:00 AM,08/12/2016 06:46:00 AM,,53XX BLOCK OF 15 AV NW,B,B1,4700.2005,-122.376213074,47.667526245,"(47.667526245, -122.376213074)",8,2016
1032527,2016290751,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,08/12/2016 09:08:00 AM,08/08/2016 12:00:00 AM,08/12/2016 09:00:00 AM,113XX BLOCK OF 3 AV NE,L,L2,1200.4001,-122.326019287,47.710926056,"(47.710926056, -122.326019287)",8,2016
1032528,2016301767,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,08/20/2016 10:00:00 PM,08/20/2016 10:30:00 AM,08/20/2016 11:30:00 AM,33XX BLOCK OF RAINIER AV S,R,R2,9500.4025,-122.294395447,47.573429108,"(47.573429108, -122.294395447)",8,2016
1032529,2016905787,2399,3,THEFT-OTH,2300,OTHER PROPERTY,08/25/2016 06:59:00 PM,08/19/2016 10:00:00 PM,08/19/2016 11:00:00 PM,6XX BLOCK OF SUMMIT AV E,E,E1,7401.1003,-122.325317383,47.624702454,"(47.624702454, -122.325317383)",8,2016
887920,201376456,2699,1,FRAUD-OTHER,2600,FRAUD,03/06/2013 10:59:00 AM,02/08/2013 12:00:00 AM,02/08/2013 11:59:00 PM,27XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.1024,-122.386657715,47.578323364,"(47.578323364, -122.386657715)",3,2013
1032531,2016305152,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/23/2016 05:57:00 PM,08/23/2016 05:45:00 PM,08/23/2016 05:57:00 PM,2XX BLOCK OF 21 AV E,C,C2,7600.2010,-122.304725647,47.620803833,"(47.620803833, -122.304725647)",8,2016
1032532,2016305233,1311,0,ASSLT-AGG-POLICE-WEAPON,1300,ASSAULT,08/23/2016 07:01:00 PM,08/23/2016 07:01:00 PM,,140XX BLOCK OF GREENWOOD AV N,N,N1,401.2004,-122.355567932,47.731407166,"(47.731407166, -122.355567932)",8,2016
1032533,2016292030,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,08/13/2016 03:34:00 AM,08/12/2016 10:30:00 PM,08/12/2016 11:00:00 PM,15XX BLOCK OF 7 AV,M,M2,8200.1006,-122.333808899,47.612102509,"(47.612102509, -122.333808899)",8,2016
887921,201376787,2699,1,FRAUD-OTHER,2600,FRAUD,03/06/2013 02:55:00 PM,03/06/2013 02:55:00 PM,,2XX BLOCK OF BROADWAY E,E,E1,7402.1000,-122.320884705,47.620491028,"(47.620491028, -122.320884705)",3,2013
887922,201376400,2804,0,PROPERTY STOLEN-POSSESS,2800,STOLEN PROPERTY,03/06/2013 08:38:00 AM,03/06/2013 08:38:00 AM,,14XX BLOCK OF 1 AV,M,M1,8100.3003,-122.339561462,47.608325958,"(47.608325958, -122.339561462)",3,2013
1032536,2016295417,2305,0,THEFT-CARPROWL,2300,CAR PROWL,08/15/2016 07:31:00 PM,08/15/2016 05:55:00 PM,08/15/2016 07:20:00 PM,LAKE WASHINGTON BV / E ALDER ST,G,G2,7800.1045,-122.284378052,47.603626251,"(47.603626251, -122.284378052)",8,2016
1032537,2016301142,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,08/20/2016 08:44:00 AM,08/20/2016 08:00:00 AM,,21XX BLOCK OF SW HOLDEN ST,F,F1,10701.2015,-122.361801147,47.533695221,"(47.533695221, -122.361801147)",8,2016
1032538,2016312210,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,08/28/2016 09:53:00 PM,08/28/2016 09:46:00 PM,08/28/2016 09:50:00 PM,14XX BLOCK OF 3 AV,M,M3,8100.2015,-122.337341309,47.60925293,"(47.60925293, -122.337341309)",8,2016
1032539,2016283877,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,08/06/2016 11:50:00 PM,08/06/2016 05:00:00 PM,08/06/2016 11:00:00 PM,82XX BLOCK OF GREENWOOD AV N,J,J2,2900.1008,-122.355300903,47.688751221,"(47.688751221, -122.355300903)",8,2016
887923,201376405,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/06/2013 10:27:00 AM,03/06/2013 08:42:00 AM,,11XX BLOCK OF NW LEARY WY,B,B2,4700.2031,-122.372177124,47.663658142,"(47.663658142, -122.372177124)",3,2013
887925,2013900230,2305,0,THEFT-CARPROWL,2300,CAR PROWL,03/06/2013 05:51:00 PM,03/06/2013 09:30:00 AM,03/06/2013 03:45:00 PM,6 AV / UNION ST,M,M3,8200.1022,-122.333557129,47.610145569,"(47.610145569, -122.333557129)",3,2013
1032542,2016302412,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,08/21/2016 04:21:00 PM,08/20/2016 06:00:00 PM,08/21/2016 04:00:00 PM,68XX BLOCK OF OSWEGO PL NE,J,J3,3600.4,-122.32308197,47.678535461,"(47.678535461, -122.32308197)",8,2016
887926,201376650,2301,0,THEFT-PKPOCKET,2300,PICKPOCKET,03/06/2013 12:50:00 PM,03/06/2013 12:50:00 PM,,HARVARD AV / E PIKE ST,E,E2,8400.1006,-122.322113037,47.614063263,"(47.614063263, -122.322113037)",3,2013
1032544,2016294615,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,08/15/2016 07:48:00 AM,08/12/2016 05:00:00 PM,08/15/2016 06:40:00 AM,47XX BLOCK OF COLORADO AV S,O,O2,9300.3187,-122.336791992,47.561599731,"(47.561599731, -122.336791992)",8,2016
1032545,2016279288,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,08/03/2016 05:37:00 PM,08/03/2016 05:37:00 PM,08/03/2016 05:37:00 PM,116XX BLOCK OF AURORA AV N,N,N2,600.3007,-122.344833374,47.713546753,"(47.713546753, -122.344833374)",8,2016
1032546,2016278668,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/03/2016 09:20:00 AM,08/02/2016 09:15:00 PM,08/03/2016 09:00:00 AM,18XX BLOCK OF 5 AV W,Q,Q2,6900.1011,-122.363670349,47.635349274,"(47.635349274, -122.363670349)",8,2016
1032547,2016279769,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,08/04/2016 02:13:00 AM,08/04/2016 12:00:00 AM,08/04/2016 01:23:00 AM,94XX BLOCK OF 14 AV SW,F,F3,11300.2013,-122.352882385,47.518264771,"(47.518264771, -122.352882385)",8,2016
887927,201376346,X,18,DISPUTE-OTH,X,DISPUTE,03/06/2013 07:45:00 AM,03/06/2013 07:45:00 AM,03/06/2013 07:45:00 AM,8XX BLOCK OF NW CARKEEK PARK RD,N,N1,1400.4000,-122.36680603,47.71124649,"(47.71124649, -122.36680603)",3,2013
887928,201376439,X,21,DISTURBANCE-OTH,X,DISTURBANCE,03/06/2013 10:51:00 AM,03/06/2013 09:19:00 AM,03/06/2013 09:19:00 AM,8XX BLOCK OF 29 AV S,G,G3,8900.2014,-122.295410156,47.595134735,"(47.595134735, -122.295410156)",3,2013
887929,201376502,X,21,DISTURBANCE-OTH,X,DISTURBANCE,03/06/2013 10:25:00 AM,03/06/2013 10:15:00 AM,03/06/2013 10:20:00 AM,1XX BLOCK OF 15 AV E,C,C1,7500.2001,-122.312736511,47.619091034,"(47.619091034, -122.312736511)",3,2013
887930,201376780,X,21,DISTURBANCE-OTH,X,DISTURBANCE,03/06/2013 02:48:00 PM,03/06/2013 02:48:00 PM,03/06/2013 02:48:00 PM,8XX BLOCK OF MADISON ST,E,E3,8200.2008,-122.327919006,47.608177185,"(47.608177185, -122.327919006)",3,2013
1032761,2016322976,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,09/06/2016 10:00:00 AM,09/06/2016 09:00:00 AM,,11 AV / E PIKE ST,E,E2,7500.4006,-122.318138123,47.614093781,"(47.614093781, -122.318138123)",9,2016
887931,201377023,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,03/06/2013 06:14:00 PM,03/06/2013 06:14:00 PM,,24XX BLOCK OF NE 95 ST,NULL,NULL,NULL,-122.302864075,47.697547913,"(47.697547913, -122.302864075)",3,2013
1032763,2016316546,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,09/01/2016 07:02:00 AM,09/01/2016 07:02:00 AM,,3XX BLOCK OF PINE ST,M,M2,8100.2002,-122.338150024,47.610973358,"(47.610973358, -122.338150024)",9,2016
1032764,2016303067,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,08/22/2016 07:38:00 AM,08/22/2016 07:38:00 AM,,103XX BLOCK OF INTERLAKE AV N,N,N3,1300.1006,-122.340637207,47.704139709,"(47.704139709, -122.340637207)",8,2016
